folder,samples,train,test,task
original_oPE,76,0.4868421052631579,0.5053879310344828,w_pw
original_oPE,76,0.5263157894736842,0.4956896551724138,w_pw
original_oPE,76,0.5131578947368421,0.5,w_pw
original_oPE,76,0.5789473684210527,0.5123922413793104,w_pw
original_oPE,76,0.6578947368421053,0.5,w_pw
original_oPE,76,0.6052631578947368,0.49299568965517243,w_pw
original_oPE,76,0.6052631578947368,0.5123922413793104,w_pw
original_oPE,76,0.5526315789473685,0.5005387931034483,w_pw
original_oPE,76,0.5657894736842105,0.4989224137931034,w_pw
original_oPE,76,0.5789473684210527,0.5,w_pw
original_oPE,76,0.47368421052631576,0.4989224137931034,w_pw
original_oPE,76,0.5657894736842105,0.5053879310344828,w_pw
original_oPE,76,0.5,0.4973060344827586,w_pw
original_oPE,76,0.5789473684210527,0.5,w_pw
original_oPE,76,0.42105263157894735,0.4989224137931034,w_pw
original_oPE,76,0.6710526315789473,0.5,w_pw
original_oPE,76,0.5657894736842105,0.4994612068965517,w_pw
original_oPE,76,0.5526315789473685,0.5026939655172413,w_pw
original_oPE,76,0.6447368421052632,0.5,w_pw
original_oPE,76,0.618421052631579,0.49676724137931033,w_pw
original_oPE,76,0.618421052631579,0.5,w_pw
original_oPE,76,0.6052631578947368,0.5021551724137931,w_pw
original_oPE,76,0.5526315789473685,0.5145474137931034,w_pw
original_oPE,76,0.5921052631578947,0.5053879310344828,w_pw
original_oPE,76,0.5657894736842105,0.5037715517241379,w_pw
original_oPE,76,0.5789473684210527,0.5043103448275862,w_pw
original_oPE,76,0.5921052631578947,0.5026939655172413,w_pw
original_oPE,76,0.5526315789473685,0.5016163793103449,w_pw
original_oPE,76,0.6710526315789473,0.5274784482758621,w_pw
original_oPE,76,0.5263157894736842,0.5043103448275862,w_pw
original_oPE,76,0.5657894736842105,0.5016163793103449,w_pw
original_oPE,76,0.5263157894736842,0.5010775862068966,w_pw
original_oPE,76,0.5657894736842105,0.5043103448275862,w_pw
original_oPE,76,0.5526315789473685,0.5172413793103449,w_pw
original_oPE,76,0.6052631578947368,0.5,w_pw
original_oPE,76,0.5526315789473685,0.5010775862068966,w_pw
original_oPE,76,0.5789473684210527,0.5,w_pw
original_oPE,76,0.6842105263157895,0.5150862068965517,w_pw
original_oPE,76,0.5394736842105263,0.5145474137931034,w_pw
original_oPE,76,0.5394736842105263,0.5,w_pw
original_oPE,76,0.42105263157894735,0.4989224137931034,w_pw
original_oPE,76,0.5131578947368421,0.49676724137931033,w_pw
original_oPE,76,0.5921052631578947,0.5016163793103449,w_pw
original_oPE,76,0.5394736842105263,0.5016163793103449,w_pw
original_oPE,76,0.5263157894736842,0.49622844827586204,w_pw
original_oPE,76,0.4868421052631579,0.5016163793103449,w_pw
original_oPE,76,0.631578947368421,0.5,w_pw
original_oPE,76,0.5657894736842105,0.5005387931034483,w_pw
original_oPE,76,0.631578947368421,0.5,w_pw
original_oPE,76,0.5526315789473685,0.5,w_pw
