folder,samples,train,test,task
200,100,0.494949494949495,0.494949494949495,w_nw
200,100,0.5050505050505051,0.5050505050505051,w_nw
200,100,0.494949494949495,0.494949494949495,w_nw
200,100,0.7777777777777778,0.7777777777777778,w_nw
200,100,0.898989898989899,0.898989898989899,w_nw
200,100,0.494949494949495,0.494949494949495,w_nw
200,100,0.5050505050505051,0.5050505050505051,w_nw
200,100,0.9292929292929293,0.9292929292929293,w_nw
200,100,0.494949494949495,0.494949494949495,w_nw
200,100,1.0,1.0,w_nw
